1.000000000000000000e+00,3.670890000000000004e-03,4.000000000000000192e-04,-1.272219999999999946e-20,-1.000000000000000021e-03,1.077030000000000088e-03,6.686493156966729495e-03,-6.089006157107544094e-04,4.302092427580839762e-01,2.111679999999999946e-01
2.000000000000000000e+00,3.155480000000000004e-03,8.000000000000000383e-04,-2.544430000000000079e-20,-1.000000000000000021e-03,1.280619999999999892e-03,5.782753625379601038e-04,1.579187708076756208e-03,3.810878000332706406e-01,1.913439999999999863e-01
3.000000000000000000e+00,2.664310000000000029e-03,1.199999999999999895e-03,-3.816650000000000025e-20,-1.000000000000000021e-03,1.562049999999999940e-03,1.966993787399373781e-03,1.911620309777991124e-04,2.924323794507834862e-01,1.511220000000000063e-01
5.000000000000000000e+00,1.778609999999999913e-03,2.000000000000000042e-03,0.000000000000000000e+00,-1.000000000000000021e-03,2.236070000000000158e-03,-6.299444325841393327e-03,2.065483897394300699e-03,4.182199479347106785e-02,2.174030000000000060e-02
6.000000000000000000e+00,3.628580000000000173e-03,3.804230000000000133e-04,1.236069999999999975e-04,-1.000000000000000021e-03,1.077030000000000088e-03,-1.226231607560341642e-02,-8.536977999080634476e-04,4.243760515475594186e-01,2.118869999999999920e-01
7.000000000000000000e+00,3.076820000000000076e-03,7.608450000000000109e-04,2.472139999999999949e-04,-1.000000000000000021e-03,1.280630000000000050e-03,5.857226952851939811e-03,2.038568264644589813e-03,3.793876686039818757e-01,1.916349999999999998e-01
9.000000000000000000e+00,2.811790000000000209e-03,1.521690000000000022e-03,4.944269999999999742e-04,-1.000000000000000021e-03,1.886799999999999892e-03,1.794597522846095618e-03,3.902064560908936712e-03,1.750538823006320688e-01,9.034949999999999926e-02
1.000000000000000000e+01,2.855529999999999787e-03,1.902110000000000042e-03,6.180340000000000529e-04,-1.000000000000000021e-03,2.236070000000000158e-03,-5.589269335563166671e-03,-2.341713758097484568e-03,6.029638395368773496e-02,2.723640000000000089e-02
1.100000000000000000e+01,3.703109999999999909e-03,3.236070000000000071e-04,2.351139999999999990e-04,-1.000000000000000021e-03,1.077030000000000088e-03,-4.268943624766569946e-03,6.538212448660490547e-04,4.192935925704746603e-01,2.127110000000000112e-01
1.300000000000000000e+01,2.679869999999999995e-03,9.708209999999999670e-04,7.053429999999999856e-04,-1.000000000000000021e-03,1.562049999999999940e-03,-2.617049520373409925e-03,9.019491678846287049e-04,2.998491601472981771e-01,1.491139999999999965e-01
1.400000000000000000e+01,2.826359999999999983e-03,1.294430000000000060e-03,9.404570000000000117e-04,-1.000000000000000021e-03,1.886799999999999892e-03,1.263326968518831053e-03,-2.889487019206309114e-04,1.744508180931936825e-01,8.958639999999999659e-02
1.500000000000000000e+01,2.898579999999999993e-03,1.618029999999999902e-03,1.175569999999999914e-03,-1.000000000000000021e-03,2.236070000000000158e-03,-4.148236013652761671e-03,-4.299392054609028208e-03,5.643933009577701415e-02,2.719939999999999858e-02
1.700000000000000000e+01,3.070320000000000080e-03,4.702279999999999980e-04,6.472140000000000141e-04,-1.000000000000000021e-03,1.280630000000000050e-03,-8.376362643326119850e-03,2.358476786515364965e-03,3.811692348569150623e-01,1.909909999999999941e-01
1.800000000000000000e+01,2.753150000000000215e-03,7.053429999999999856e-04,9.708209999999999670e-04,-1.000000000000000021e-03,1.562049999999999940e-03,-1.036485834283765953e-03,-2.682740602806917528e-03,3.049046161805918365e-01,1.491129999999999955e-01
1.900000000000000000e+01,2.942310000000000064e-03,9.404570000000000117e-04,1.294430000000000060e-03,-1.000000000000000021e-03,1.886799999999999892e-03,-6.507882256943453049e-03,-9.401254374573090808e-03,1.719000322282830395e-01,8.958570000000000422e-02
2.100000000000000000e+01,3.711100000000000163e-03,1.236069999999999975e-04,3.804230000000000133e-04,-1.000000000000000021e-03,1.077030000000000088e-03,-3.406999476228928219e-03,1.327829556273969367e-03,4.220004134890689151e-01,2.118859999999999910e-01
2.200000000000000000e+01,3.132649999999999844e-03,2.472139999999999949e-04,7.608450000000000109e-04,-1.000000000000000021e-03,1.280630000000000050e-03,-1.447056419622749258e-03,-1.004692474625148383e-03,3.870502712349290220e-01,1.916339999999999988e-01
2.300000000000000000e+01,2.868439999999999879e-03,3.708200000000000038e-04,1.141270000000000001e-03,-1.000000000000000021e-03,1.562049999999999940e-03,2.181198225169642558e-03,2.055283703330975363e-04,2.993078847754450100e-01,1.510730000000000128e-01
2.500000000000000000e+01,2.978399999999999971e-03,6.180340000000000529e-04,1.902110000000000042e-03,-1.000000000000000021e-03,2.236070000000000158e-03,-5.904084504887342419e-03,-2.208826691078594629e-03,6.499632477544803333e-02,2.723599999999999979e-02
2.600000000000000000e+01,3.672379999999999829e-03,0.000000000000000000e+00,4.000000000000000192e-04,-1.000000000000000021e-03,1.077030000000000088e-03,-2.610431833014275043e-03,-1.069117727439139812e-02,4.164838807473442150e-01,2.112410000000000121e-01
2.700000000000000000e+01,3.140920000000000170e-03,0.000000000000000000e+00,8.000000000000000383e-04,-1.000000000000000021e-03,1.280619999999999892e-03,4.640294983223974780e-04,8.659319669032094005e-03,3.738796976478369616e-01,1.913050000000000028e-01
2.900000000000000000e+01,3.322519999999999814e-03,0.000000000000000000e+00,1.600000000000000077e-03,-1.000000000000000021e-03,1.886799999999999892e-03,3.279246618535631985e-03,-9.776062067979270943e-04,1.860816182566408794e-01,9.337429999999999342e-02
