Block Name,p,Points_0,Points_1,Points_2,U_0,U_1,U_2
internalMesh,0.0996519,0.00141068,0.00194164,-0.10985,-0.000697705,-0.000960309,0.0116386
internalMesh,0.0996737,0.00211603,0.00291246,-0.10985,-0.000777716,-0.00107043,0.0104377
internalMesh,0.0997032,0.00282137,0.00388328,-0.10985,-0.000538238,-0.00074082,0.00750625
internalMesh,0.0997197,0.00352671,0.0048541,-0.10985,0,0,0
internalMesh,0.0996293,0.00037082,0.00114127,-0.10985,-0.000226537,-0.000697211,0.0121312
internalMesh,0.0996519,0.000741641,0.00228254,-0.10985,-0.000366805,-0.00112891,0.0116386
internalMesh,0.0996737,0.00111246,0.0034238,-0.10985,-0.00040887,-0.00125837,0.0104377
internalMesh,0.0997032,0.00148328,0.00456507,-0.10985,-0.000282968,-0.000870886,0.00750625
internalMesh,0.0997197,0.0018541,0.00570634,-0.10985,0,0,0
internalMesh,0.0996293,0,0.0012,-0.10985,0,-0.000733091,0.0121312
internalMesh,0.0996519,0,0.0024,-0.10985,0,-0.00118701,0.0116386
internalMesh,0.0996737,0,0.0036,-0.10985,0,-0.00132313,0.0104377
internalMesh,0.0997032,0,0.0048,-0.10985,0,-0.000915704,0.00750625
internalMesh,0.0997197,0,0.006,-0.10985,0,0,0
internalMesh,0.099566,0,0,-0.10885,0,0,0.0131997
internalMesh,0.099572,0.0012,-4.17106e-20,-0.10885,-0.000497784,0,0.0130004
internalMesh,0.0995785,0.0024,-8.34212e-20,-0.10885,-0.000809021,0,0.0122599
internalMesh,0.0995868,0.0036,-1.25132e-19,-0.10885,-0.000886124,0,0.0106389
internalMesh,0.0996035,0.0048,-1.66842e-19,-0.10885,-0.000582979,0,0.00717676
internalMesh,0.0996125,0.006,-2.08553e-19,-0.10885,0,0,0
internalMesh,0.099572,0.00114127,0.00037082,-0.10885,-0.000473421,-0.000153824,0.0130004
internalMesh,0.0995785,0.00228254,0.000741641,-0.10885,-0.000769425,-0.000250001,0.0122599
internalMesh,0.0995868,0.0034238,0.00111246,-0.10885,-0.000842754,-0.000273827,0.0106389
internalMesh,0.0996035,0.00456507,0.00148328,-0.10885,-0.000554446,-0.00018015,0.00717676
internalMesh,0.0996125,0.00570634,0.0018541,-0.10885,0,0,0
internalMesh,0.099572,0.00097082,0.000705342,-0.10885,-0.000402716,-0.00029259,0.0130004
internalMesh,0.0995785,0.00194164,0.00141068,-0.10885,-0.000654512,-0.000475531,0.0122599
internalMesh,0.0995868,0.00291246,0.00211603,-0.10885,-0.00071689,-0.00052085,0.0106389
internalMesh,0.0996035,0.00388328,0.00282137,-0.10885,-0.00047164,-0.000342666,0.00717676
internalMesh,0.0996125,0.0048541,0.00352671,-0.10885,0,0,0
internalMesh,0.099572,0.000705342,0.00097082,-0.10885,-0.00029259,-0.000402716,0.0130004
internalMesh,0.0995785,0.00141068,0.00194164,-0.10885,-0.000475531,-0.000654512,0.0122599
internalMesh,0.0995868,0.00211603,0.00291246,-0.10885,-0.00052085,-0.00071689,0.0106389
internalMesh,0.0996035,0.00282137,0.00388328,-0.10885,-0.000342666,-0.00047164,0.00717676
internalMesh,0.0996125,0.00352671,0.0048541,-0.10885,0,0,0
internalMesh,0.099572,0.00037082,0.00114127,-0.10885,-0.000153824,-0.000473421,0.0130004
internalMesh,0.0995785,0.000741641,0.00228254,-0.10885,-0.000250001,-0.000769425,0.0122599
internalMesh,0.0995868,0.00111246,0.0034238,-0.10885,-0.000273827,-0.000842754,0.0106389
internalMesh,0.0996035,0.00148328,0.00456507,-0.10885,-0.00018015,-0.000554446,0.00717676
internalMesh,0.0996125,0.0018541,0.00570634,-0.10885,0,0,0
internalMesh,0.099572,0,0.0012,-0.10885,0,-0.000497784,0.0130004
internalMesh,0.0995785,0,0.0024,-0.10885,0,-0.000809021,0.0122599
internalMesh,0.0995868,0,0.0036,-0.10885,0,-0.000886124,0.0106389
internalMesh,0.0996035,0,0.0048,-0.10885,0,-0.000582979,0.00717676
internalMesh,0.0996125,0,0.006,-0.10885,0,0,0
internalMesh,0.0995004,0,0,-0.10785,0,0,0.0137809
internalMesh,0.0995002,0.0012,-4.17106e-20,-0.10785,-0.000297264,0,0.0135411
internalMesh,0.0994984,0.0024,-8.34212e-20,-0.10785,-0.000501329,0,0.0126646
internalMesh,0.0995032,0.0036,-1.25132e-19,-0.10785,-0.000559806,0,0.0107629
internalMesh,0.0995144,0.0048,-1.66842e-19,-0.10785,-0.000360101,0,0.00696593
internalMesh,0.0995191,0.006,-2.08553e-19,-0.10785,0,0,0
internalMesh,0.0995002,0.00114127,0.00037082,-0.10785,-0.000282715,-9.18595e-05,0.0135411
internalMesh,0.0994984,0.00228254,0.000741641,-0.10785,-0.000476793,-0.000154919,0.0126646
internalMesh,0.0995032,0.0034238,0.00111246,-0.10785,-0.000532407,-0.00017299,0.0107629
internalMesh,0.0995144,0.00456507,0.00148328,-0.10785,-0.000342477,-0.000111278,0.00696593
internalMesh,0.0995191,0.00570634,0.0018541,-0.10785,0,0,0
internalMesh,0.0995002,0.00097082,0.000705342,-0.10785,-0.000240491,-0.000174727,0.0135411
internalMesh,0.0994984,0.00194164,0.00141068,-0.10785,-0.000405584,-0.000294674,0.0126646
internalMesh,0.0995032,0.00291246,0.00211603,-0.10785,-0.000452893,-0.000329046,0.0107629
internalMesh,0.0995144,0.00388328,0.00282137,-0.10785,-0.000291328,-0.000211662,0.00696593
internalMesh,0.0995191,0.0048541,0.00352671,-0.10785,0,0,0
internalMesh,0.0995002,0.000705342,0.00097082,-0.10785,-0.000174727,-0.000240491,0.0135411
internalMesh,0.0994984,0.00141068,0.00194164,-0.10785,-0.000294674,-0.000405584,0.0126646
internalMesh,0.0995032,0.00211603,0.00291246,-0.10785,-0.000329046,-0.000452893,0.0107629
internalMesh,0.0995144,0.00282137,0.00388328,-0.10785,-0.000211662,-0.000291328,0.00696593
internalMesh,0.0995191,0.00352671,0.0048541,-0.10785,0,0,0
internalMesh,0.0995002,0.00037082,0.00114127,-0.10785,-9.18595e-05,-0.000282715,0.0135411
internalMesh,0.0994984,0.000741641,0.00228254,-0.10785,-0.000154919,-0.000476793,0.0126646
internalMesh,0.0995032,0.00111246,0.0034238,-0.10785,-0.00017299,-0.000532407,0.0107629
internalMesh,0.0995144,0.00148328,0.00456507,-0.10785,-0.000111278,-0.000342477,0.00696593
internalMesh,0.0995191,0.0018541,0.00570634,-0.10785,0,0,0
internalMesh,0.0995002,0,0.0012,-0.10785,0,-0.000297264,0.0135411
internalMesh,0.0994984,0,0.0024,-0.10785,0,-0.000501329,0.0126646
internalMesh,0.0995032,0,0.0036,-0.10785,0,-0.000559806,0.0107629
internalMesh,0.0995144,0,0.0048,-0.10785,0,-0.000360101,0.00696593
internalMesh,0.0995191,0,0.006,-0.10785,0,0,0
internalMesh,0.0994236,0,0,-0.10685,0,0,0.0141061
internalMesh,0.0994212,0.0012,-4.17106e-20,-0.10685,-0.000169385,0,0.0138588
internalMesh,0.0994184,0.0024,-8.34212e-20,-0.10685,-0.000303221,0,0.0129224
internalMesh,0.0994233,0.0036,-1.25132e-19,-0.10685,-0.00034985,0,0.0108404
internalMesh,0.0994309,0.0048,-1.66842e-19,-0.10685,-0.000221199,0,0.00683266
internalMesh,0.0994333,0.006,-2.08553e-19,-0.10685,0,0,0
internalMesh,0.0994212,0.00114127,0.00037082,-0.10685,-0.000161095,-5.2343e-05,0.0138588
internalMesh,0.0994184,0.00228254,0.000741641,-0.10685,-0.00028838,-9.37003e-05,0.0129224
internalMesh,0.0994233,0.0034238,0.00111246,-0.10685,-0.000332727,-0.00010811,0.0108404
internalMesh,0.0994309,0.00456507,0.00148328,-0.10685,-0.000210373,-6.83545e-05,0.00683266
internalMesh,0.0994333,0.00570634,0.0018541,-0.10685,0,0,0
internalMesh,0.0994212,0.00097082,0.000705342,-0.10685,-0.000137036,-9.95622e-05,0.0138588
internalMesh,0.0994184,0.00194164,0.00141068,-0.10685,-0.000245311,-0.000178229,0.0129224
internalMesh,0.0994233,0.00291246,0.00211603,-0.10685,-0.000283035,-0.000205637,0.0108404
internalMesh,0.0994309,0.00388328,0.00282137,-0.10685,-0.000178954,-0.000130018,0.00683266
internalMesh,0.0994333,0.0048541,0.00352671,-0.10685,0,0,0
internalMesh,0.0994212,0.000705342,0.00097082,-0.10685,-9.95622e-05,-0.000137036,0.0138588
internalMesh,0.0994184,0.00141068,0.00194164,-0.10685,-0.000178229,-0.000245311,0.0129224
internalMesh,0.0994233,0.00211603,0.00291246,-0.10685,-0.000205637,-0.000283035,0.0108404
internalMesh,0.0994309,0.00282137,0.00388328,-0.10685,-0.000130018,-0.000178954,0.00683266
internalMesh,0.0994333,0.00352671,0.0048541,-0.10685,0,0,0
internalMesh,0.0994212,0.00037082,0.00114127,-0.10685,-5.2343e-05,-0.000161095,0.0138588
internalMesh,0.0994184,0.000741641,0.00228254,-0.10685,-9.37003e-05,-0.00028838,0.0129224
internalMesh,0.0994233,0.00111246,0.0034238,-0.10685,-0.00010811,-0.000332727,0.0108404
internalMesh,0.0994309,0.00148328,0.00456507,-0.10685,-6.83545e-05,-0.000210373,0.00683266
internalMesh,0.0994333,0.0018541,0.00570634,-0.10685,0,0,0
internalMesh,0.0994212,0,0.0012,-0.10685,0,-0.000169385,0.0138588
internalMesh,0.0994184,0,0.0024,-0.10685,0,-0.000303221,0.0129224
internalMesh,0.0994233,0,0.0036,-0.10685,0,-0.00034985,0.0108404
internalMesh,0.0994309,0,0.0048,-0.10685,0,-0.000221199,0.00683266
internalMesh,0.0994333,0,0.006,-0.10685,0,0,0
internalMesh,0.0993437,0,0,-0.10585,0,0,0.014291
internalMesh,0.099342,0.0012,-4.17106e-20,-0.10585,-0.000100693,0,0.014049
internalMesh,0.0993412,0.0024,-8.34212e-20,-0.10585,-0.000189672,0,0.0130863
internalMesh,0.0993459,0.0036,-1.25132e-19,-0.10585,-0.000222529,0,0.0108873
internalMesh,0.099351,0.0048,-1.66842e-19,-0.10585,-0.000137272,0,0.00674789
internalMesh,0.0993522,0.006,-2.08553e-19,-0.10585,0,0,0
internalMesh,0.099342,0.00114127,0.00037082,-0.10585,-9.57647e-05,-3.11158e-05,0.014049
internalMesh,0.0993412,0.00228254,0.000741641,-0.10585,-0.000180389,-5.86119e-05,0.0130863
internalMesh,0.0993459,0.0034238,0.00111246,-0.10585,-0.000211637,-6.87652e-05,0.0108873
internalMesh,0.099351,0.00456507,0.00148328,-0.10585,-0.000130553,-4.24193e-05,0.00674789
internalMesh,0.0993522,0.00570634,0.0018541,-0.10585,0,0,0
internalMesh,0.099342,0.00097082,0.000705342,-0.10585,-8.14623e-05,-5.91859e-05,0.014049
internalMesh,0.0993412,0.00194164,0.00141068,-0.10585,-0.000153448,-0.000111486,0.0130863
internalMesh,0.0993459,0.00291246,0.00211603,-0.10585,-0.000180029,-0.000130799,0.0108873
internalMesh,0.099351,0.00388328,0.00282137,-0.10585,-0.000111055,-8.06863e-05,0.00674789
internalMesh,0.0993522,0.0048541,0.00352671,-0.10585,0,0,0
internalMesh,0.099342,0.000705342,0.00097082,-0.10585,-5.91859e-05,-8.14623e-05,0.014049
internalMesh,0.0993412,0.00141068,0.00194164,-0.10585,-0.000111486,-0.000153448,0.0130863
internalMesh,0.0993459,0.00211603,0.00291246,-0.10585,-0.000130799,-0.000180029,0.0108873
internalMesh,0.099351,0.00282137,0.00388328,-0.10585,-8.06863e-05,-0.000111055,0.00674789
internalMesh,0.0993522,0.00352671,0.0048541,-0.10585,0,0,0
internalMesh,0.099342,0.00037082,0.00114127,-0.10585,-3.11158e-05,-9.57647e-05,0.014049
internalMesh,0.0993412,0.000741641,0.00228254,-0.10585,-5.86119e-05,-0.000180389,0.0130863
internalMesh,0.0993459,0.00111246,0.0034238,-0.10585,-6.87652e-05,-0.000211637,0.0108873
internalMesh,0.099351,0.00148328,0.00456507,-0.10585,-4.24193e-05,-0.000130553,0.00674789
internalMesh,0.0993522,0.0018541,0.00570634,-0.10585,0,0,0
internalMesh,0.099342,0,0.0012,-0.10585,0,-0.000100693,0.014049
internalMesh,0.0993412,0,0.0024,-0.10585,0,-0.000189672,0.0130863
internalMesh,0.0993459,0,0.0036,-0.10585,0,-0.000222529,0.0108873
internalMesh,0.099351,0,0.0048,-0.10585,0,-0.000137272,0.00674789
internalMesh,0.0993522,0,0.006,-0.10585,0,0,0
internalMesh,0.0992656,0,0,-0.10485,0,0,0.0144067
internalMesh,0.0992652,0.0012,-4.17106e-20,-0.10485,-6.55446e-05,0,0.0141706
internalMesh,0.0992659,0.0024,-8.34212e-20,-0.10485,-0.000125184,0,0.0131923
internalMesh,0.0992699,0.0036,-1.25132e-19,-0.10485,-0.000145105,0,0.0109152
internalMesh,0.0992731,0.0048,-1.66842e-19,-0.10485,-8.67029e-05,0,0.00669284
internalMesh,0.0992737,0.006,-2.08553e-19,-0.10485,0,0,0
internalMesh,0.0992652,0.00114127,0.00037082,-0.10485,-6.23366e-05,-2.02544e-05,0.0141706
internalMesh,0.0992659,0.00228254,0.000741641,-0.10485,-0.000119057,-3.8684e-05,0.0131923
internalMesh,0.0992699,0.0034238,0.00111246,-0.10485,-0.000138003,-4.48398e-05,0.0109152
internalMesh,0.0992731,0.00456507,0.00148328,-0.10485,-8.24592e-05,-2.67926e-05,0.00669284
internalMesh,0.0992737,0.00570634,0.0018541,-0.10485,0,0,0
internalMesh,0.0992652,0.00097082,0.000705342,-0.10485,-5.30267e-05,-3.85261e-05,0.0141706
internalMesh,0.0992659,0.00194164,0.00141068,-0.10485,-0.000101276,-7.35813e-05,0.0131923
internalMesh,0.0992699,0.00291246,0.00211603,-0.10485,-0.000117392,-8.52903e-05,0.0109152
internalMesh,0.0992731,0.00388328,0.00282137,-0.10485,-7.0144e-05,-5.09626e-05,0.00669284
internalMesh,0.0992737,0.0048541,0.00352671,-0.10485,0,0,0
internalMesh,0.0992652,0.000705342,0.00097082,-0.10485,-3.85261e-05,-5.30267e-05,0.0141706
internalMesh,0.0992659,0.00141068,0.00194164,-0.10485,-7.35813e-05,-0.000101276,0.0131923
internalMesh,0.0992699,0.00211603,0.00291246,-0.10485,-8.52903e-05,-0.000117392,0.0109152
internalMesh,0.0992731,0.00282137,0.00388328,-0.10485,-5.09626e-05,-7.0144e-05,0.00669284
internalMesh,0.0992737,0.00352671,0.0048541,-0.10485,0,0,0
internalMesh,0.0992652,0.00037082,0.00114127,-0.10485,-2.02544e-05,-6.23366e-05,0.0141706
internalMesh,0.0992659,0.000741641,0.00228254,-0.10485,-3.8684e-05,-0.000119057,0.0131923
internalMesh,0.0992699,0.00111246,0.0034238,-0.10485,-4.48398e-05,-0.000138003,0.0109152
internalMesh,0.0992731,0.00148328,0.00456507,-0.10485,-2.67926e-05,-8.24592e-05,0.00669284
internalMesh,0.0992737,0.0018541,0.00570634,-0.10485,0,0,0
internalMesh,0.0992652,0,0.0012,-0.10485,0,-6.55446e-05,0.0141706
internalMesh,0.0992659,0,0.0024,-0.10485,0,-0.000125184,0.0131923
internalMesh,0.0992699,0,0.0036,-0.10485,0,-0.000145105,0.0109152
internalMesh,0.0992731,0,0.0048,-0.10485,0,-8.67029e-05,0.00669284
internalMesh,0.0992737,0,0.006,-0.10485,0,0,0
internalMesh,0.0991898,0,0,-0.10385,0,0,0.0144863
internalMesh,0.0991901,0.0012,-4.17106e-20,-0.10385,-4.60227e-05,0,0.0142536
internalMesh,0.0991915,0.0024,-8.34212e-20,-0.10385,-8.62546e-05,0,0.0132627
internalMesh,0.0991945,0.0036,-1.25132e-19,-0.10385,-9.68286e-05,0,0.0109314
internalMesh,0.0991966,0.0048,-1.66842e-19,-0.10385,-5.58787e-05,0,0.00665615
internalMesh,0.0991968,0.006,-2.08553e-19,-0.10385,0,0,0
internalMesh,0.0991901,0.00114127,0.00037082,-0.10385,-4.37702e-05,-1.42218e-05,0.0142536
internalMesh,0.0991915,0.00228254,0.000741641,-0.10385,-8.20329e-05,-2.66541e-05,0.0132627
internalMesh,0.0991945,0.0034238,0.00111246,-0.10385,-9.20894e-05,-2.99217e-05,0.0109314
internalMesh,0.0991966,0.00456507,0.00148328,-0.10385,-5.31438e-05,-1.72675e-05,0.00665615
internalMesh,0.0991968,0.00570634,0.0018541,-0.10385,0,0,0
internalMesh,0.0991901,0.00097082,0.000705342,-0.10385,-3.72332e-05,-2.70515e-05,0.0142536
internalMesh,0.0991915,0.00194164,0.00141068,-0.10385,-6.97813e-05,-5.06991e-05,0.0132627
internalMesh,0.0991945,0.00291246,0.00211603,-0.10385,-7.83358e-05,-5.69144e-05,0.0109314
internalMesh,0.0991966,0.00388328,0.00282137,-0.10385,-4.52068e-05,-3.28447e-05,0.00665615
internalMesh,0.0991968,0.0048541,0.00352671,-0.10385,0,0,0
internalMesh,0.0991901,0.000705342,0.00097082,-0.10385,-2.70515e-05,-3.72332e-05,0.0142536
internalMesh,0.0991915,0.00141068,0.00194164,-0.10385,-5.06991e-05,-6.97813e-05,0.0132627
internalMesh,0.0991945,0.00211603,0.00291246,-0.10385,-5.69144e-05,-7.83358e-05,0.0109314
internalMesh,0.0991966,0.00282137,0.00388328,-0.10385,-3.28447e-05,-4.52068e-05,0.00665615
internalMesh,0.0991968,0.00352671,0.0048541,-0.10385,0,0,0
internalMesh,0.0991901,0.00037082,0.00114127,-0.10385,-1.42218e-05,-4.37702e-05,0.0142536
internalMesh,0.0991915,0.000741641,0.00228254,-0.10385,-2.66541e-05,-8.20329e-05,0.0132627
internalMesh,0.0991945,0.00111246,0.0034238,-0.10385,-2.99217e-05,-9.20894e-05,0.0109314
internalMesh,0.0991966,0.00148328,0.00456507,-0.10385,-1.72675e-05,-5.31438e-05,0.00665615
internalMesh,0.0991968,0.0018541,0.00570634,-0.10385,0,0,0
internalMesh,0.0991901,0,0.0012,-0.10385,0,-4.60227e-05,0.0142536
internalMesh,0.0991915,0,0.0024,-0.10385,0,-8.62546e-05,0.0132627
internalMesh,0.0991945,0,0.0036,-0.10385,0,-9.68286e-05,0.0109314
internalMesh,0.0991966,0,0.0048,-0.10385,0,-5.58787e-05,0.00665615
internalMesh,0.0991968,0,0.006,-0.10385,0,0,0
internalMesh,0.0991154,0,0,-0.10285,0,0,0.0145443
